Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Total_Children,Has_Children,Customer_Age,Customer_Tenure,Web_Purchase_Ratio,Store_Purchase_Ratio,Catalog_Purchase_Ratio,Deal_Purchase_Ratio,Avg_Spending_Per_Purchase,Wine_Share,Meat_Share,Gold_Share,Previous_Campaigns_Accepted,Has_Accepted_Previous_Cmp,Cluster,PCA1,PCA2,Cluster_Name
1994,1983,Graduation,Married,52028.5,1,0,2013-07-02,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,19,4,1,1,31,523,0.25,0.5,0.0,0.25,4.75,0.2631578947368421,0.3157894736842105,0.05263157894736842,0,0,1,-2.299062704487273,-1.0148279067865746,Occasional / Low-Engagement
387,1976,Basic,Married,7500.0,0,0,2013-07-02,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,61,6,0,0,38,523,0.3333333333333333,0.5,0.0,0.16666666666666666,10.166666666666666,0.09836065573770492,0.18032786885245902,0.26229508196721313,0,0,1,-2.557637920181623,-0.938414690795778,Occasional / Low-Engagement
2125,1959,Graduation,Divorced,63033.0,0,0,2013-07-02,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,1102,16,0,0,55,523,0.1875,0.5,0.25,0.0625,68.875,0.17604355716878403,0.4355716878402904,0.02722323049001815,0,0,3,1.618737388467643,-1.585868262249591,High-Value Elite
8180,1952,Master,Divorced,59354.0,1,1,2013-07-02,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,310,15,2,1,62,523,0.4,0.3333333333333333,0.06666666666666667,0.2,20.666666666666668,0.7516129032258064,0.17096774193548386,0.04516129032258064,0,0,2,-0.5838306622940455,1.098594514083616,Deal & Discount Hunters
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,46,5,0,0,27,788,0.2,0.6,0.0,0.2,9.2,0.06521739130434782,0.3695652173913043,0.10869565217391304,0,0,1,-2.5048965581263527,-0.7999646425167433,Occasional / Low-Engagement
2114,1946,PhD,Single,82800.0,0,0,2013-07-02,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,1315,26,0,0,68,523,0.2692307692307692,0.46153846153846156,0.23076923076923078,0.038461538461538464,50.57692307692308,0.7650190114068441,0.08745247148288973,0.034220532319391636,2,1,3,3.6675302607654556,-0.4888650421524189,High-Value Elite
9736,1980,Graduation,Married,41850.0,1,1,2013-07-02,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,96,9,2,1,34,523,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,10.666666666666666,0.5520833333333334,0.19791666666666666,0.041666666666666664,0,0,1,-2.2767291791015905,0.837444574293868,Occasional / Low-Engagement
4939,1946,Graduation,Together,37760.0,0,0,2013-07-02,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,13,0,0,68,523,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.15384615384615385,24.384615384615383,0.26498422712933756,0.11987381703470032,0.08832807570977919,0,0,1,-0.6660400766737087,-0.2910874427845831,Occasional / Low-Engagement
6565,1949,Master,Married,76995.0,0,1,2013-07-02,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,1782,26,1,1,65,523,0.4230769230769231,0.34615384615384615,0.15384615384615385,0.07692307692307693,68.53846153846153,0.5679012345679012,0.27946127946127947,0.09876543209876543,1,1,0,3.158741517239918,1.1020009712717316,Digital Convenience Shoppers
2278,1985,2n Cycle,Single,33812.0,1,0,2012-03-11,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,133,8,1,1,29,1001,0.25,0.375,0.125,0.25,16.625,0.03007518796992481,0.14285714285714285,0.2932330827067669,0,0,1,-1.788353533711747,0.1359194006981509,Occasional / Low-Engagement
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,316,12,0,0,32,851,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.08333333333333333,26.333333333333332,0.2721518987341772,0.2310126582278481,0.1518987341772152,0,0,1,-0.7695021757289611,-0.11658740488094889,Occasional / Low-Engagement
5376,1979,Graduation,Married,2447.0,1,0,2013-06-01,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,1730,43,1,1,35,554,0.0,0.0,0.6511627906976745,0.3488372093023256,40.23255813953488,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0,0,2,4.03106013113488,3.712025127210409,Deal & Discount Hunters
1993,1949,PhD,Married,58607.0,0,1,2013-07-02,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,972,17,1,1,65,523,0.11764705882352941,0.5294117647058824,0.17647058823529413,0.17647058823529413,57.1764705882353,0.8919753086419753,0.08847736625514403,0.01954732510288066,1,1,0,0.35622936405366107,0.5528275956661555,Digital Convenience Shoppers
4047,1954,PhD,Married,65324.0,0,1,2014-11-01,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,544,20,1,1,60,36,0.3,0.45,0.1,0.15,27.2,0.7058823529411765,0.1875,0.009191176470588236,0,0,0,0.9971751010525298,-0.08151146491630076,Digital Convenience Shoppers
1409,1951,Graduation,Together,40689.0,0,1,2013-07-02,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,20,1,1,63,523,0.35,0.25,0.05,0.35,22.2,0.6081081081081081,0.060810810810810814,0.22297297297297297,0,0,2,-0.39680691443115473,2.618888626690165,Deal & Discount Hunters
7892,1969,Graduation,Single,18589.0,0,0,2013-02-01,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,75,8,0,0,45,674,0.25,0.375,0.125,0.25,9.375,0.08,0.3333333333333333,0.17333333333333334,0,0,1,-1.963516895917448,-0.5691004970282562,Occasional / Low-Engagement
2404,1976,Graduation,Married,53359.0,1,1,2013-07-02,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,257,14,2,1,38,523,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.2857142857142857,18.357142857142858,0.6731517509727627,0.11673151750972763,0.15953307392996108,0,0,2,-1.1327968313946069,1.4269150421948111,Deal & Discount Hunters
5255,1986,Graduation,Single,52028.5,1,0,2013-07-02,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,637,27,1,1,28,523,1.0,0.0,0.0,0.0,23.59259259259259,0.007849293563579277,0.004709576138147566,0.5682888540031397,0,0,0,2.524053297575292,1.8224033404382314,Digital Convenience Shoppers
9422,1989,Graduation,Married,38360.0,1,0,2013-07-02,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,131,9,1,1,25,523,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,14.555555555555555,0.2748091603053435,0.32061068702290074,0.07633587786259542,0,0,1,-1.2818929138545558,-0.9097292096377586,Occasional / Low-Engagement
1966,1965,PhD,Married,84618.0,0,0,2013-07-02,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,26,0,0,49,523,0.23076923076923078,0.38461538461538464,0.34615384615384615,0.038461538461538464,64.3076923076923,0.4090909090909091,0.47906698564593303,0.0,1,1,3,4.141361612010097,-0.9330480307886346,High-Value Elite
6864,1989,Master,Divorced,10979.0,0,0,2013-07-02,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,8,0,0,25,523,0.375,0.375,0.0,0.25,3.75,0.26666666666666666,0.3333333333333333,0.13333333333333333,0,0,1,-1.966752871671658,-0.9028766219252566,Occasional / Low-Engagement
3033,1963,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,318,11,0,0,51,397,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.09090909090909091,28.90909090909091,0.3522012578616352,0.13836477987421383,0.279874213836478,0,0,1,-0.32620576819828107,-1.9405693506732566,Occasional / Low-Engagement
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,120,9,1,1,44,788,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,13.333333333333334,0.9166666666666666,0.041666666666666664,0.025,1,1,1,-1.4365847382286796,-0.24806883904102622,Occasional / Low-Engagement
7373,1952,PhD,Divorced,46610.0,0,2,2013-07-02,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,302,17,2,1,62,523,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.35294117647058826,17.764705882352942,0.31788079470198677,0.31788079470198677,0.1423841059602649,0,0,2,-0.8340887155326001,2.0027405458286798,Deal & Discount Hunters
8755,1946,Master,Married,68657.0,0,0,2013-07-02,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,1196,18,0,0,68,523,0.16666666666666666,0.5,0.2777777777777778,0.05555555555555555,66.44444444444444,0.40301003344481606,0.39381270903010035,0.01839464882943144,0,0,3,1.5428296024883021,-0.681088834261331,High-Value Elite
10738,1951,Master,Single,49389.0,1,1,2013-07-02,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,65,6,2,1,63,523,0.3333333333333333,0.5,0.0,0.16666666666666666,10.833333333333334,0.6153846153846154,0.2923076923076923,0.046153846153846156,0,0,1,-2.296944123769107,-0.25998541973511496,Occasional / Low-Engagement
4339,1970,PhD,Married,67353.0,0,1,2013-07-02,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,913,28,1,1,44,523,0.17857142857142858,0.42857142857142855,0.21428571428571427,0.17857142857142858,32.607142857142854,0.768893756845564,0.16538882803943045,0.038335158817086525,0,0,0,2.7893939695512366,1.0787013507920682,Digital Convenience Shoppers
10755,1976,2n Cycle,Married,23718.0,1,0,2013-02-09,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,81,9,1,1,38,666,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,9.0,0.07407407407407407,0.1728395061728395,0.4444444444444444,0,0,1,-2.145037241751434,0.3744139375649745,Occasional / Low-Engagement
8595,1973,Graduation,Widow,42429.0,0,1,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,7,1,1,41,35,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,9.571428571428571,0.8208955223880597,0.08955223880597014,0.05970149253731343,0,0,1,-1.8720279185900606,-1.4890380766318652,Occasional / Low-Engagement
2968,1943,PhD,Divorced,48948.0,0,0,2013-01-02,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,902,24,0,0,71,704,0.2916666666666667,0.20833333333333334,0.4166666666666667,0.08333333333333333,37.583333333333336,0.4844789356984479,0.22838137472283815,0.04656319290465632,1,1,0,2.060187623533271,0.35763339515792575,Digital Convenience Shoppers
8601,1980,Graduation,Married,80011.0,0,1,2013-07-02,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,1395,21,1,1,34,523,0.38095238095238093,0.23809523809523808,0.2857142857142857,0.09523809523809523,66.42857142857143,0.3017921146953405,0.3842293906810036,0.07311827956989247,0,0,0,2.271879316966677,0.2180748751826342,Digital Convenience Shoppers
503,1985,Master,Married,20559.0,1,0,2013-12-03,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,53,7,1,1,29,369,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,7.571428571428571,0.24528301886792453,0.5471698113207547,0.1320754716981132,0,0,1,-2.6074964500094824,-0.3222325425126012,Occasional / Low-Engagement
8430,1957,Graduation,Together,21994.0,0,1,2013-07-02,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,22,4,1,1,57,523,0.0,0.75,0.0,0.25,5.5,0.4090909090909091,0.2727272727272727,0.13636363636363635,0,0,1,-2.6097774954856185,-1.3021680075664264,Occasional / Low-Engagement
7281,1959,PhD,Single,55212.0,0,0,2013-05-11,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,186,9,0,0,55,575,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,20.666666666666668,0.43548387096774194,0.26881720430107525,0.20967741935483872,0,0,1,-0.3199099956807071,-2.0904769279669817,Occasional / Low-Engagement
2139,1975,Master,Married,7500.0,1,0,2013-02-10,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,31,8,1,1,39,665,0.25,0.375,0.0,0.375,3.875,0.0967741935483871,0.3225806451612903,0.3870967741935484,0,0,1,-2.432822638235272,0.012193967362371456,Occasional / Low-Engagement
1371,1976,Graduation,Single,79941.0,0,0,2013-07-02,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,984,16,0,0,38,523,0.125,0.5625,0.25,0.0625,61.5,0.125,0.2703252032520325,0.17682926829268292,0,0,3,1.9726312749108874,-1.9097800728344612,High-Value Elite
9909,1996,2n Cycle,Married,7500.0,0,0,2012-09-11,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,122,10,0,0,18,817,0.3,0.3,0.1,0.3,12.2,0.02459016393442623,0.11475409836065574,0.4098360655737705,0,0,1,-2.151759881783787,0.539132882534617,Occasional / Low-Engagement
7286,1968,Graduation,Together,41728.0,1,0,2013-07-02,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,55,5,1,1,46,523,0.4,0.4,0.0,0.2,11.0,0.23636363636363636,0.2727272727272727,0.23636363636363636,0,0,1,-2.637763819448613,-0.32978527493015447,Occasional / Low-Engagement
7244,1951,Graduation,Single,52028.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,124,10,3,1,63,340,0.2,0.4,0.1,0.3,12.4,0.3870967741935484,0.3870967741935484,0.056451612903225805,0,0,1,-1.978398858494982,0.6613147229432261,Occasional / Low-Engagement
6566,1954,PhD,Married,72550.0,1,1,2012-08-11,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,1319,28,2,1,60,848,0.17857142857142858,0.42857142857142855,0.07142857142857142,0.32142857142857145,47.107142857142854,0.6262319939347991,0.2403335860500379,0.02880970432145565,0,0,2,1.6684588366700792,4.312512137765122,Deal & Discount Hunters
8614,1957,Graduation,Widow,65486.0,0,1,2014-12-05,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,507,17,1,1,57,2,0.23529411764705882,0.5882352941176471,0.11764705882352941,0.058823529411764705,29.823529411764707,0.4832347140039448,0.2465483234714004,0.027613412228796843,0,0,0,0.9628025556391673,-1.4533936039646993,Digital Convenience Shoppers
4114,1964,Master,Married,79143.0,0,0,2012-11-08,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,1693,29,0,0,50,759,0.20689655172413793,0.4482758620689655,0.3103448275862069,0.034482758620689655,58.37931034482759,0.38393384524512697,0.4607206142941524,0.018901358535144713,0,0,3,4.459659871612794,-0.19784089825208293,High-Value Elite
1331,1977,Graduation,Single,35790.0,1,0,2013-02-01,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,72,7,1,1,37,674,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,10.285714285714286,0.16666666666666666,0.2777777777777778,0.041666666666666664,0,0,1,-2.154792846185687,-0.15033201039078647,Occasional / Low-Engagement
2225,1977,Graduation,Divorced,82582.0,0,0,2014-07-06,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,1617,21,0,0,37,154,0.19047619047619047,0.3333333333333333,0.42857142857142855,0.047619047619047616,77.0,0.31539888682745826,0.3401360544217687,0.14904143475572046,2,1,3,3.2966654530028254,-2.113007567529348,High-Value Elite
9381,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,23,2,1,36,366,0.17391304347826086,0.43478260869565216,0.08695652173913043,0.30434782608695654,26.347826086956523,0.5412541254125413,0.20462046204620463,0.17986798679867988,0,0,2,0.9754664666739887,1.8813331499908106,Deal & Discount Hunters
6260,1955,Master,Together,82384.0,0,0,2013-07-02,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,1957,27,0,0,59,523,0.1111111111111111,0.48148148148148145,0.37037037037037035,0.037037037037037035,72.48148148148148,0.5028104241185488,0.22074603985692387,0.0970873786407767,1,1,3,4.620392601799062,-1.3500966834012502,High-Value Elite
10383,1966,Graduation,Divorced,70287.0,0,0,2013-02-04,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,1093,21,0,0,48,671,0.23809523809523808,0.47619047619047616,0.23809523809523808,0.047619047619047616,52.04761904761905,0.2698993595608417,0.4409881061299177,0.036596523330283626,0,0,3,2.4760807024123705,-0.7403192787858002,High-Value Elite
7437,1988,Graduation,Single,27938.0,1,0,2013-07-02,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,29,6,1,1,26,523,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,4.833333333333333,0.4482758620689655,0.27586206896551724,0.1724137931034483,0,0,1,-1.9335972907077175,-1.4199749438482459,Occasional / Low-Engagement
8557,1982,Graduation,Single,52028.5,1,0,2013-07-02,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,46,7,1,1,32,523,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,6.571428571428571,0.2391304347826087,0.4782608695652174,0.13043478260869565,0,0,1,-1.7817378557055257,-0.5812739618002982,Occasional / Low-Engagement
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,518,19,1,1,46,279,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.15789473684210525,27.263157894736842,0.862934362934363,0.05405405405405406,0.08301158301158301,0,0,0,0.32387938922100074,0.8691800967661314,Digital Convenience Shoppers
6853,1982,Master,Single,75777.0,0,0,2013-04-07,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,1438,21,0,0,32,609,0.14285714285714285,0.5238095238095238,0.2857142857142857,0.047619047619047616,68.47619047619048,0.4951321279554937,0.3741307371349096,0.055632823365785816,2,1,3,3.0721893435798924,-1.4236108842781174,High-Value Elite
3076,1975,Graduation,Together,66653.0,1,1,2012-07-09,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,612,22,2,1,39,881,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.18181818181818182,27.818181818181817,0.738562091503268,0.16666666666666666,0.00980392156862745,0,0,0,1.249233040593795,1.6054921360140557,Digital Convenience Shoppers
1012,1952,Graduation,Single,61823.0,0,1,2013-07-02,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,884,24,1,1,62,523,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.16666666666666666,36.833333333333336,0.5916289592760181,0.1515837104072398,0.19117647058823528,0,0,0,1.4359321258470814,1.8103254358776373,Digital Convenience Shoppers
6518,1951,PhD,Widow,67680.0,0,1,2013-11-06,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,606,19,1,1,63,396,0.3684210526315789,0.42105263157894735,0.15789473684210525,0.05263157894736842,31.894736842105264,0.900990099009901,0.07920792079207921,0.009900990099009901,0,0,0,1.1047906093460598,-0.07828788715461237,Digital Convenience Shoppers
4137,1948,Graduation,Together,70666.0,0,0,2013-06-12,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,1076,16,0,0,66,543,0.4375,0.25,0.25,0.0625,67.25,0.36988847583643125,0.34107806691449816,0.027881040892193308,0,0,3,1.4603169279144204,-0.8767720079626865,High-Value Elite
8082,1971,Graduation,Married,25721.0,1,0,2013-07-02,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,34,5,1,1,43,523,0.2,0.4,0.2,0.2,6.8,0.029411764705882353,0.17647058823529413,0.4411764705882353,0,0,1,-2.575779014613011,-0.8869548503609959,Occasional / Low-Engagement
1386,1967,Graduation,Together,32474.0,1,1,2014-11-05,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,11,4,2,1,47,32,0.25,0.5,0.0,0.25,2.75,0.9090909090909091,0.09090909090909091,0.0,0,0,1,-3.0624763888303503,-1.0507547455193298,Occasional / Low-Engagement
9369,1979,2n Cycle,Single,88194.0,0,1,2013-07-02,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1274,32,1,1,35,523,0.34375,0.3125,0.3125,0.03125,39.8125,0.5400313971742543,0.2425431711145997,0.029827315541601257,2,1,0,4.221238600058023,0.9600053144918652,Digital Convenience Shoppers
4477,1958,Graduation,Together,69096.0,0,1,2013-07-02,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,653,18,1,1,56,523,0.2777777777777778,0.5555555555555556,0.1111111111111111,0.05555555555555555,36.27777777777778,0.3782542113323124,0.2434915773353752,0.1669218989280245,0,0,0,1.135846430429044,-0.2993061258875764,Digital Convenience Shoppers
1357,1970,Graduation,Together,74854.0,1,2,2013-08-04,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,1562,19,3,1,44,490,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,82.21052631578948,0.5480153649167734,0.3117797695262484,0.04673495518565941,0,0,2,0.6785142437385914,2.1591597976924093,Deal & Discount Hunters
1402,1954,Master,Married,66991.0,0,0,2012-11-09,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,1253,21,0,0,60,758,0.19047619047619047,0.2857142857142857,0.38095238095238093,0.14285714285714285,59.666666666666664,0.39584996009577017,0.3671189146049481,0.009577015163607342,0,0,3,2.358800204175517,-0.26681045278806315,High-Value Elite
10629,1973,2n Cycle,Married,46805.0,1,0,2013-07-02,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,109,9,1,1,41,523,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,12.11111111111111,0.22935779816513763,0.3944954128440367,0.1559633027522936,0,0,1,-1.8672694911747865,0.30713408206602777,Occasional / Low-Engagement
6312,1959,Graduation,Married,65031.0,0,1,2013-07-02,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,863,30,1,1,55,523,0.3333333333333333,0.43333333333333335,0.1,0.13333333333333333,28.766666666666666,0.2989571263035921,0.33719582850521435,0.0996523754345307,0,0,0,2.480904438633214,2.3803961589892815,Digital Convenience Shoppers
8132,1975,PhD,Married,60631.0,1,1,2013-05-04,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,661,24,2,1,39,582,0.375,0.3333333333333333,0.08333333333333333,0.20833333333333334,27.541666666666668,0.8547655068078669,0.09833585476550681,0.028744326777609682,1,1,2,0.8386005179017728,2.791551828991392,Deal & Discount Hunters
